,,,,,,,,,,,,,,,,,,,,
,Tabla de conversiones,,,Bachelors,,,,,,,,,,,,,,,,
,Australia,La Trobe University,Double,Bachelor of Cybersecurity/Bachelor of Commerce,- Economics,Melbourne (Bundoora),"Semester 1: March
","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-cybersecurity-bachelor-of-commerce#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,Bachelor of Cybersecurity/Bachelor of Commerce,- Finance ,Melbourne (Bundoora),"Semester 1: March
","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-cybersecurity-bachelor-of-commerce#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,Bachelor of Cybersecurity/Bachelor of Commerce,- Management  ,Melbourne (Bundoora),"Semester 1: March
","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-cybersecurity-bachelor-of-commerce#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,Bachelor of Cybersecurity/Bachelor of Commerce,- Marketing,Melbourne (Bundoora),"Semester 1: March
","4 years full-time
"," $ 42.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-cybersecurity-bachelor-of-commerce#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,Bachelor of Cybersecurity/Bachelor of Criminology,NA,Melbourne (Bundoora),"Semester 1: March
","4 years full-time
"," $ 39.600,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-cybersecurity-bachelor-of-criminology#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Double,Bachelor of Cybersecurity/Bachelor of Psychological Science,NA,Melbourne (Bundoora),"Semester 1: March
","4 years full-time
"," $ 40.000,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-cybersecurity-bachelor-of-psychological-science#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,La Trobe University,Science,Bachelor of Information Technology,NA,"Melbourne (Bundoora), Bendigo, Online, Sydney","Semester 1 (March 2025), Semester 2 (July 2025)
","3 years full-time
"," $ 39.600,00 ",AUD,https://www.latrobe.edu.au/courses/bachelor-of-information-technology#/overview?location=BU&studentType=int&year=2025,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Computer Science,Computational Mathematics,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 41.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-computer-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Computer Science,Data Science,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 41.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-computer-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Computer Science,Internet-of-Things,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 41.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-computer-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Computer Science,Robotics,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 41.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-computer-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Artificial Intelligence,NA (only minors and electives),Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",4 years full time," $ 41.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-artificial-intelligence-international,,,,,,,,,
,Australia,Deakin University,Business,Bachelor of Business Analytics,NA,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 42.600,00 ",AUD,https://www.deakin.edu.au/course/bachelor-business-analytics-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Cyber Security,NA (only minors and electives),"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",4 years full time," $ 41.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-cyber-security-international,,,,,,,,,
,Australia,Deakin University,Business,Bachelor of Data Science,NA (only minors and electives),Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 41.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-data-science-international,,,,,,,,,
,Australia,Deakin University,Business,Bachelor of Commerce,Accounting,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 44.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-commerce-international,,,,,,,,,
,Australia,Deakin University,Business,Bachelor of Commerce,Economics,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 44.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-commerce-international,,,,,,,,,
,Australia,Deakin University,Business,Bachelor of Commerce,Finance,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 44.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-commerce-international,,,,,,,,,
,Australia,Deakin University,Business,Bachelor of Commerce,Financial Planning,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 44.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-commerce-international,,,,,,,,,
,Australia,Deakin University,Business,Bachelor of Commerce,Human Resource Management,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 44.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-commerce-international,,,,,,,,,
,Australia,Deakin University,Business,Bachelor of Commerce,Management,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 44.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-commerce-international,,,,,,,,,
,Australia,Deakin University,Business,Bachelor of Commerce,Management Information Systems,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 44.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-commerce-international,,,,,,,,,
,Australia,Deakin University,Business,Bachelor of Commerce,Marketing,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 44.000,00 ",AUD,https://www.deakin.edu.au/course/bachelor-commerce-international,,,,,,,,,
,Canada,Lakehead University,Engineering,Bachelor of Engineering Chemical Engineering,Ingenieria Quimica,Thunder Bay,Septiembre,4 años,"38.000,00 €",CAD,https://www.lakeheadu.ca/programs/undergraduate-programs/engineering-chemical/node/1111,,,,,,,,,
,Canada,Lakehead University,Engineering,Bachelor of Engineering Civil Engineering,Ingenieria Civil,Thunder Bay,Septiembre,4 años,"38.000,00 €",CAD,https://www.lakeheadu.ca/programs/undergraduate-programs/engineering-civil/node/3355,,,,,,,,,
,Canada,Lakehead University,Engineering,Bachelor of Engineering Electrical Engineering,Ingenieria Electrica,Thunder Bay Barrie STEM Hub,Septiembre,4 años,"38.000,00 €",CAD,https://www.lakeheadu.ca/programs/undergraduate-programs/engineering-electrical/node/3570,,,,,,,,,
,Canada,Lakehead University,Engineering,Bachelor of Engineering Mechanical Engineering,Ingenieria Mecanica,Thunder Bay,Septiembre,4 años,"38.000,00 €",CAD,https://www.lakeheadu.ca/programs/undergraduate-programs/engineering-mechanical/node/3571,,,,,,,,,
,Canada,Lakehead University,Engineering,Bachelor of Engineering Mechatronics Engineering,Ingenieria Mecatronica,Thunder Bay Barrie STEM Hub,Septiembre,4 años,"38.000,00 €",CAD,https://www.lakeheadu.ca/programs/undergraduate-programs/engineering-mechatronics/node/73740,,,,,,,,,
,Canada,Lakehead University,Engineering,Bachelor of Engineering Software Engineering,Ingenieria de Software,Thunder Bay Barrie STEM Hub,Septiembre,4 años,"38.000,00 €",CAD,https://www.lakeheadu.ca/programs/undergraduate-programs/engineering-software/node/3575,,,,,,,,,
,Reino Unido,Queen's University Belfast,Engineering,BEng Mechanical Engineering,Mechanical Engineering,Belfast,Septiembre,3 años,20800,GBP,https://www.qub.ac.uk/courses/undergraduate/mechanical-engineering-beng-h300/,GSP,,,,,,,,
,Reino Unido,University of Glasgow,Engineering,BEng Mechanical Engineering,Mechanical Engineering,Glasgow,Septiembre,4 años,26300,GBP,https://www.gla.ac.uk/undergraduate/degrees/mechanicalengineering/,GSP,,,,,,,,
,Reino Unido,Keele University,Engineering,BEng Chemical Engineering,Chemical Engineering,Keele,Septiembre,3 años,21500,GBP,https://www.keele.ac.uk/study/undergraduate/undergraduatecourses/chemicalengineering/,GSP,,,,,,,,
,Reino Unido,University of Huddersfield,Engineering,BEng Mechanical Engineering,Mechanical Engineering,Huddersfield,Septiembre,3 años,17000,GBP,https://courses.hud.ac.uk/full-time/undergraduate/mechanical-engineering-beng-hons,GSP,,,,,,,,
,Reino Unido,Aston University,Engineering,BEng Mechanical Engineering,Mechanical Engineering,Birmingham,Septiembre,4 años,20500,GBP,https://www.aston.ac.uk/study/courses/mechanical-engineering-beng,GSP,,,,,,,,
,Australia,RMIT University,Engineering,Bachelor of Engineering (Civil and Infrastructure) (Honours),"Civil, Infraestructura",Melbourne City,"Feb, Jul",3 años,47040,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bachelor-of-engineering-civil-and-infrastructure-honours-bh077,,,,,,,,,
,Reino Unido,Aston University,Engineering,BEng Chemical Engineering,Chemical Engineering,Birmingham,Septiembre,4 años,20500,GBP,https://www.aston.ac.uk/study/courses/chemical-engineering-beng,GSP,,,,,,,,
,Suecia,Jonkoping University,Engineering,BSc in Industrial Engineering and Management,Sustainable Supply Chain Management,Jonkoping,Agosto,3 años,170000,SEK,https://ju.se/en/study-at-ju/our-programmes/bachelor-programmes/industrial-engineering-and-management-sustainable-supply-chain-management-autumn-2026-ku019.html,,,,,,,,,
,España,EU Business School,Arts,bachelor of arts,"BA - Bachelor of Arts in Digital Business, Design & Innovation",Barcelona,"October, February, June, August",3 years,"€14.100,00",EUR,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Digital-Business-Design-Innovation-Barcelona/Overview/Overview.html,,,,,,,,,
,Suiza,EU Business School,Arts,bachelor of arts,"BA - Bachelor of Arts in Digital Business, Design & Innovation",Geneva,"October, February, June, August",3 years,"30.200,00",CHF,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Digital-Business-Design-Innovation-Geneva/Overview/Overview.html,,,,,,,,,
,Alemania,EU Business School,Arts,bachelor of arts,"BA - Bachelor of Arts in Digital Business, Design & Innovation",Munich,"October, February, June, August",3 years,"30.200,00",CHF,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Digital-Business-Design-Innovation-Munich/Overview/Overview.html,,,,,,,,,
,España,EU Business School,Arts,BA Bachelor of Arts Artificial Intelligence for Business,AI for Business,Barcelona,"Oct, Feb",3 años,14100,EUR,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Artificial-Intelligence-for-Business-Barcelona/Overview/Overview.html,,,,,,,,,
,Suiza,EU Business School,Arts,BA Bachelor of Arts Artificial Intelligence for Business,AI for Business,Geneva,"Oct, Feb",3 años,30200,CHF,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Artificial-Intelligence-for-Business-Barcelona/Overview/Overview.html,,,,,,,,,
,Alemania,EU Business School,Arts,BA Bachelor of Arts Artificial Intelligence for Business,AI for Business,Munich,"Oct, Feb",3 años,14100,EUR,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Artificial-Intelligence-for-Business-Barcelona/Overview/Overview.html,,,,,,,,,
,Australia,Macquarie University,Business,Bachelor of Business,Major in International Business or International Business Studies,North Ryde,"Session 1 (19 February 2024)
Session 2 (22 July 2024)",3 years full time," $ 43.200,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-business,,,,,,,,,
,Australia,Macquarie University,Business,Bachelor of Commerce,Major in International Business or International Business Studies,North Ryde,"Session 1 (19 February 2024)
Session 2 (22 July 2024)",3 years full time," $ 43.200,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-commerce,,,,,,,,,
,Australia,Macquarie University,Double,Bachelor of Arts and Bachelor of Commerce,Major in International Business or International Business Studies,North Ryde,"Session 1 (19 February 2024)
Session 2 (22 July 2024)",4 years full time," $ 40.600,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-arts-and-bachelor-of-commerce,,,,,,,,,
,Australia,Macquarie University,Double,Bachelor of Commerce and Bachelor of Engineering (Honours),Major in International Business or International Business Studies,North Ryde,"Session 1 (19 February 2024)
Session 2 (22 July 2024)","5,5 years full time"," $ 43.200,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-commerce-and-bachelor-of-engineering-honours,,,,,,,,,
,Australia,Macquarie University,Double,Bachelor of Commerce and Bachelor of Information Technology,Major in International Business or International Business Studies,North Ryde,"Session 1 (19 February 2024)
Session 2 (22 July 2024)",4 years full time," $ 42.900,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-commerce-and-bachelor-of-information-technology,,,,,,,,,
,Australia,Macquarie University,Double,Bachelor of Commerce and Bachelor of Laws,Major in International Business or International Business Studies,North Ryde,"Session 1 (19 February 2024)
Session 2 (22 July 2024)",5 years full time," $ 44.000,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-commerce-and-bachelor-of-laws,,,,,,,,,
,Australia,Macquarie University,Double,Bachelor of Commerce and Bachelor of Psychology,Major in International Business or International Business Studies,North Ryde,"Session 1 (19 February 2024)
Session 2 (22 July 2024)",4 years full time," $ 41.900,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-commerce-and-bachelor-of-psychology,,,,,,,,,
,Australia,Macquarie University,Double,Bachelor of Commerce and Bachelor of Security Studies,Major in International Business or International Business Studies,North Ryde,"Session 1 (19 February 2024)
Session 2 (22 July 2024)",4 years full time," $ 42.600,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-commerce-and-bachelor-of-security-studies,,,,,,,,,
,Alemania,SRH Berlin,Science,Bachelor in science,Computer Science,Berlin,"October, February, May",3 years,"€8.280,00",EUR,https://www.srh-university.de/en/bachelor/computer-science/i/,,,,,,,,,
,Alemania,Constructor University,Science,bachelor of science,Applied Computer Science (BSc),Bremen,September,3 years,"€20.000,00",EUR,https://constructor.university/programs/online-programs/applied-computer-science,,,,,,,,,
,Alemania,Constructor University,Science,bachelor of science,Computer Science (BSc),Bremen,September,3 years,"€20.000,00",EUR,https://constructor.university/programs/undergraduate-education/computer-science,,,,,,,,,
,Alemania,Constructor University,Science,bachelor of science,"Software, Data, and Technology (BSc)",Bremen,September,3 years,"€20.000,00",EUR,https://constructor.university/programs/undergraduate-education/software-data-and-technology,,,,,,,,,
,Canada,Lakehead University,Health Sciences,BSc in Kinesiology,-,Thunder Bay,Sep,4 años,33000,CAD,https://www.lakeheadu.ca/programs/undergraduate-programs,,,,,,,,,
,Australia,Macquarie University,Double,Bachelor of Arts and bachelor of law,NA, Sídney,"Semester 1: February
Semester 2: July",5 years full time," $ 43.800,00 ",AUD,https://www.mq.edu.au/study/find-a-course/engineering/electrical-and-electronic-engineering?audience=undergraduate&year=2026,,,,,,,,,
,Australia,Deakin University,Law,Bachelor of Laws,NA,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",4 years full time," $ 44.800,00 ",AUD,https://www.deakin.edu.au/course/bachelor-laws-international,,,,,,,,,
,Alemania,SRH Berlin,Law,Bachelor of arts,"Law, Economics and governance",Berlin,"October, February, May",3 years,"€10.080,00",EUR,https://www.srh-university.de/en/bachelor/law-economics-and-governance/l/,,,,,,,,,
