pais,institucion,area,programa,ubicacion,fechas,duracion,costo,moneda,link
Australia,University of Southern Queensland,Agriculture and Environment,Master of Professional Engineering (Agricultural Engineering),Toowomba,"January, May, September",2 years full time,35920.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-professional-engineering/agricultural-engineering/international
Australia,University of Southern Queensland,Agriculture and Environment,Master of Professional Engineering (Aerospace Engineering),Toowomba,"January, May, September",2 years full time,35920.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-professional-engineering/aerospace-engineering/international
Australia,University of Southern Queensland,Agriculture and Environment,Master of Professional Engineering (Environmental & Sustainable Resources Engineering),Toowomba,"January, May, September",2 years full time,35920.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-professional-engineering/environmental-sustainable-resources-engineering
Australia,University of Southern Queensland,Agriculture and Environment,Master of Science (Agricultural Science),Toowomba,"January, May, September",2 years full time,37600.0,AUD,https://www.unisq.edu.au/study/degrees/master-of-science/agricultural-science/international
Australia,Deakin University,"Architecture and Design, Building, and Property",Master of Architecture,Geelong,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,42800.0,AUD,https://www.deakin.edu.au/course/master-architecture-international
Australia,RMIT,"Architecture and Design, Building, and Property",Master of Architecture,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,51840.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-architecture-mc163
Australia,RMIT,"Architecture and Design, Building, and Property",Master of Interior Design,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,48960.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-interior-design-mc275
Australia,RMIT,"Architecture and Design, Building, and Property",Master of Landscape Architecture,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,48960.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-landscape-architecture-mc172
Australia,RMIT,"Architecture and Design, Building, and Property",Master of Urban Design,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,52020.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-urban-design-mc193
Australia,RMIT,"Architecture and Design, Building, and Property",Master of Energy Efficient and Sustainable Building,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,46080.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-energy-efficient-and-sustainable-building-mc209
Australia,RMIT,"Architecture and Design, Building, and Property",Master of Geospatial Science,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,44160.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-geospatial-science-mc265
Australia,RMIT,"Architecture and Design, Building, and Property",Master of Occupational Health and Safety,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,45120.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-occupational-health-and-safety-mc282
Australia,RMIT,"Architecture and Design, Building, and Property",Master of Project Management,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,49920.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-project-management-mc210
Australia,RMIT,"Architecture and Design, Building, and Property",Master of Property,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,46080.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-property-mc212
Australia,RMIT,"Architecture and Design, Building, and Property",Master of Urban Planning and Environment,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,39360.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-urban-planning-and-environment-mc221
Australia,RMIT,"Arts, humanities and social sciences",Master of Arts (Arts Management),Melbourne,"Semester 1: February
Semester 2: July",2 years full time,41280.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-arts-arts-management-mc280
Australia,RMIT,"Arts, humanities and social sciences",Master of Fine Art,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,41280.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-fine-art-mc266
Australia,University of Western Australia,Arquitectura y Diseño,Master of Architecture,Perth,"FEB, JUL",2-3.5,48500.0,AUD,https://www.uwa.edu.au/study/courses/master-of-architecture
Australia,University of Western Australia,Arquitectura y Diseño,Master of Building Information Modelling,Perth,FEB,1,47700.0,AUD,https://www.uwa.edu.au/study/courses/master-of-building-information-modelling
Australia,University of Western Australia,Arquitectura y Diseño,Master of Building Information Modelling (Online),Perth,"FEB, JUL",1,33000.0,AUD,https://www.uwa.edu.au/study/courses/master-of-building-information-modelling-online
Australia,University of Western Australia,Arquitectura y Diseño,Master of Landscape Architecture,Perth,"FEB, JUL",3,47700.0,AUD,https://www.uwa.edu.au/study/courses/master-of-landscape-architecture
Australia,Curtin University,"Architecture and Design, Building, and Property",Master of Urban and Regional Planning,Curtin Perth,"February, July",1 years full time,16537.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-urban-and-regional-planning--mg-urplan2/
Australia,Curtin University,"Architecture and Design, Building, and Property",Architecture,Curtin Perth,"February, July",2 years full time,17915.0,AUD,https://www.curtin.edu.au/study/offering/course-pg-master-of-architecture--mc-arch/
Australia,Deakin University,"Arts, humanities and social sciences",Master of Cultural Heritage and Museum Studies (Professional),Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,38800.0,AUD,https://www.deakin.edu.au/course/master-cultural-heritage-and-museum-studies-professional-international
Australia,Deakin University,"Arts, humanities and social sciences",Master of Humanitarianism and Development,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November","1,5 years full time",38200.0,AUD,https://www.deakin.edu.au/course/master-humanitarianism-and-development-international
Australia,La Trobe University,"Arts, humanities and social sciences",Master of Archaelogy,Melbourne (Bundoora),"Semester 1: March
Semester 2: July",2 years full time,40200.0,AUD,https://www.latrobe.edu.au/courses/master-of-archaeology#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,"Arts, humanities and social sciences",Master of clinical Psychology,Melbourne (Bundoora),2 February,2 years full time,44800.0,AUD,https://www.latrobe.edu.au/courses/master-of-clinical-psychology#/overview?location=BU&studentType=int&year=2025
Australia,La Trobe University,"Arts, humanities and social sciences",Master of International Development,Melbourne (Bundoora),"Semester 1: March
Semester 2: July",2 years full time,38800.0,AUD,https://www.latrobe.edu.au/courses/master-of-international-development#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,"Arts, humanities and social sciences",Master of International Relations,Melbourne (Bundoora),"Semester 1: March
Semester 2: July",2 years full time,36800.0,AUD,https://www.latrobe.edu.au/courses/master-of-international-relations#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,"Arts, humanities and social sciences",Master of Planning,Bendigo,"Semester 1: March
Semester 2: July",2 years full time,35600.0,AUD,https://www.latrobe.edu.au/courses/master-of-planning#/overview?location=BE&studentType=int&year=2024
Australia,RMIT,"Arts, humanities and social sciences",Master of Photography,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,41280.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-photography-mc270
Australia,RMIT,"Arts, humanities and social sciences",Master of Fashion (Design),Brunswick,"Semester 1: February
Semester 2: July",2 years full time,44160.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-fashion-design-mc246
Australia,RMIT,"Arts, humanities and social sciences",Master of Fashion (Entrepreneurship),Brunswick,"Semester 1: February
Semester 2: July",2 years full time,44160.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-fashion-entrepreneurship-mc213
Australia,RMIT,"Arts, humanities and social sciences",Master of Design (Fashion & Textiles),Melbourne,"Semester 1: February
Semester 2: July",2 years full time,37440.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/masters-by-research/master-of-design-fashion--textiles-mr213
Australia,RMIT,"Arts, humanities and social sciences",Master of Technology (Fashion & Textiles),Brunswick,"Semester 1: February
Semester 2: July",2 years full time,37440.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/masters-by-research/master-of-technology-fashion--textiles-mr214
Australia,RMIT,Biomedical sciences,Master of Laboratory Medicine,Bundoora,"Semester 1: February
Semester 2: July",2 years full time,48000.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-laboratory-medicine-mc158
Australia,RMIT,Business,Master of Advertising,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,43200.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-advertising-mc249
Australia,Macquarie University,"Arts, Social Sciences",Master of International Relations,Sydney,"February, July",1 year,45000.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-international-relations
Australia,Macquarie University,"Business, Economics",Master of Applied Economics,Sydney,"February, July","1 year, 1.5 years, 2 years",46900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-applied-economics
Australia,Macquarie University,"Business, Actuarial Studies",Master of Actuarial Practice,Sydney,"February, July","1.5 years, 2 years",46900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-actuarial-practice
Australia,Macquarie University,"Business, Accounting",Master of Accounting,Sydney,"February, July","1 year, 1.5 years, 2 years",46900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-accounting
Australia,RMIT,Business,Master of Analytics,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,44160.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-analytics-mc242
Australia,RMIT,Business,Master of Business Administration,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,50880.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-business-administration-mc199
Alemania,CBS International Business School,Business Psychology & Management,Business Psychology and Management (M.Sc.),Cologne,Winter,2,15840.0,EUR,https://www.cbs.de/en/masters-degree-germany/business-psychology
Alemania,CBS International Business School,Digital Marketing,Digital Marketing (M.Sc.),Cologne,Winter,2,15840.0,EUR,https://www.cbs.de/en/masters-degree-germany/digital-online-marketing
Alemania,CBS International Business School,Global Finance,Global Finance – Winter Intake (M.Sc.),Cologne,Winter,2,15840.0,EUR,https://www.cbs.de/en/masters-degree-germany/msc-global-finance
Alemania,CBS International Business School,Supply Chain & Logistics,Supply Chain & Logistics (M.Sc.),Cologne,Winter,2,15840.0,EUR,https://www.cbs.de/en/masters-degree-germany/masters-supply-chain-management
Alemania,CBS International Business School,International Business & Management,International Business & Management (M.Sc.),Cologne,Winter,2,15840.0,EUR,https://www.cbs.de/master/international-business
Alemania,CBS International Business School,International Business,International Business (M.A.),Cologne,Winter & Summer,2,15840.0,EUR,https://www.cbs.de/master/international-business-ma
Alemania,CBS International Business School,Strategy & Consulting,Strategy & Consulting (M.Sc.),Cologne,Winter,2,15840.0,EUR,https://www.cbs.de/en/masters-degree-germany/business-consulting
Alemania,CBS International Business School,Global Finance,Global Finance – Summer Intake (M.Sc.),Cologne,Summer,2,15840.0,EUR,https://www.cbs.de/en/masters-degree-germany/msc-global-finance
Alemania,CBS International Business School,Strategic Management & Transformation,Strategic Management & Transformation (M.Sc.),Cologne,Winter,2,15840.0,EUR,https://www.cbs.de/master/strategisches-management-transformation
Alemania,CBS International Business School,Wirtschaftspsychologie (Business Psychology),Business Psychology (M.Sc.),Cologne,Winter,2,15840.0,EUR,https://www.cbs.de/master/wirtschaftspsychologie
Alemania,CBS International Business School,Business Development,Business Development Management (M.A.),Cologne,Winter & Summer,2,0.0,EUR,https://www.cbs.de/master/business-development-manager
Alemania,CBS International Business School,Project Management,Digital Project Management (M.Sc.),Cologne,Winter & Summer,2,0.0,EUR,https://www.cbs.de/master/duales-studium-projektmanagement
Alemania,CBS International Business School,Sustainability Management,Specialization: Sustainability Management (M.Sc.),Cologne,Winter,2025-05-02 00:00:00,6600.0,EUR,https://www.cbs.de/master/nachhaltigkeitsmanagement
Alemania,CBS International Business School,Strategic Management,Strategic Management (M.Sc.) – Part-Time,Cologne,Winter,2025-05-02 00:00:00,6600.0,EUR,https://www.cbs.de/en/masters-degree-germany/msc-strategic-management-consulting
Alemania,CBS International Business School,Business Technology,Specialization: Business Technology (M.Sc.),Cologne,Winter,2025-05-02 00:00:00,6600.0,EUR,https://www.cbs.de/master/business-technology
Alemania,CBS International Business School,Management & Corporate Leadership,Management and Corporate Leadership (M.Sc.) – Part-Time,Cologne,Winter,2025-05-02 00:00:00,6600.0,EUR,https://www.cbs.de/master/management-unternehmensfuehrung
Alemania,CBS International Business School,Logistics & Supply Chain Management,Specialization: Logistics and Supply Chain Management (M.Sc.),Cologne,Winter,2025-05-02 00:00:00,6600.0,EUR,https://www.cbs.de/master/global-supply-chain-management-scm
Alemania,CBS International Business School,Sales Management & Psychology,Sales Management and Sales Psychology (M.Sc.),Cologne,Winter,2025-05-02 00:00:00,6600.0,EUR,https://www.cbs.de/master/sales-management-vertriebspsychologie-studium
Alemania,CBS International Business School,Pedagogy & Adult Education,Pedagogy and Adult Education (M.A.) – Part-Time,Cologne,Winter,2025-05-02 00:00:00,6600.0,EUR,https://www.cbs.de/master/paedagogik-erwachsenenbildung
Alemania,CBS International Business School,Business Administration,Master of Business Administration (MBA) 120 ECTS,Cologne,Winter,2,17820.0,EUR,https://www.cbs.de/en/mba-germany/international-management
Alemania,CBS International Business School,Business Administration,International Management (MBA) 60 ECTS,Cologne,Winter,1,17820.0,EUR,https://www.cbs.de/en/mba-germany/one-year-mba-international-management
Australia,Deakin University,Business,Master of Research (Business),Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,38200.0,AUD,https://www.deakin.edu.au/course/master-research-business-international
Australia,Deakin University,Business,Master of Professional Accounting,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,48000.0,AUD,https://www.deakin.edu.au/course/master-professional-accounting-international
Australia,Deakin University,Business,Master of Finance,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,48000.0,AUD,https://www.deakin.edu.au/course/master-finance-international
Australia,Deakin University,Business,Master of Business,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,48000.0,AUD,https://www.deakin.edu.au/course/master-business-marketing-international
Australia,Deakin University,Business,Master of Business (Sport Management),Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,48000.0,AUD,https://www.deakin.edu.au/course/master-business-sport-management-international
Australia,Deakin University,Business,Master of Business Administration (International),Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,50400.0,AUD,https://www.deakin.edu.au/course/international-master-business-administration-international
Australia,Deakin University,Business,Master of Commerce,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,48000.0,AUD,https://www.deakin.edu.au/course/master-commerce-international
Australia,Deakin University,Business,Master of Finance,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,48000.0,AUD,https://www.deakin.edu.au/course/master-finance-international
Australia,Deakin University,Business,Master of Information Systems,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,44200.0,AUD,https://www.deakin.edu.au/course/master-information-systems-international
Australia,Deakin University,Business,Master of Professional Accounting,Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,48000.0,AUD,https://www.deakin.edu.au/course/master-professional-accounting-international
Australia,Deakin University,Business,Master of Research (Business),Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,33800.0,AUD,https://www.deakin.edu.au/course/master-research-business-international
Australia,Deakin University,Business,Master of Arts (Writing and Literature),Melbourne,"Trimester 1: March
Trimester 2: July
Trimester 3: November",2 years full time,40800.0,AUD,https://www.deakin.edu.au/course/master-arts-writing-and-literature-international
Australia,La Trobe University,Business,Master of Biotechnology Management,Melbourne (Bundoora),"Semester 1: March
Semester 2: July",2 years full time,45400.0,AUD,https://www.latrobe.edu.au/courses/master-of-biotechnology-management#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,Business,Master of Business Analytics,Melbourne (Bundoora),"Semester 1: March
Semester 2: July             Summer November",2 years full time,43800.0,AUD,https://www.latrobe.edu.au/courses/master-of-business-analytics#/overview?location=CI&studentType=int&year=2024
Australia,La Trobe University,Business,Master of Business Information Systems,Melbourne (Bundoora),"Semester 1: March
Semester 2: July",2 years full time,37200.0,AUD,https://www.latrobe.edu.au/courses/master-of-business-information-systems#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,Business,Global Master of Business Administration,"Melbourne (Bundoora), Bendigo, Sydney","Semester 1: March
Semester 2: July             Summer November",2 years full time,49200.0,AUD,https://www.latrobe.edu.au/courses/global-master-of-business-administration#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,Business,Master of Engineering Management,Melbourne (Bundoora),"Semester 1: March
Semester 2: July             Summer November",2 years full time,47200.0,AUD,https://www.latrobe.edu.au/courses/master-of-engineering-management#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,Business,Master of Extended Professional Accounting,"Melbourne (Bundoora)
Bendigo","Semester 1: March
Semester 2: July",2 years full time,47200.0,AUD,https://www.latrobe.edu.au/courses/master-of-extended-professional-accounting#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,Business,Master of Financial Analysis,Melbourne (Bundoora),"Semester 1: March
Semester 2: July",2 years full time,47200.0,AUD,https://www.latrobe.edu.au/courses/master-of-financial-analysis#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,Business,Master of International Business,Melbourne (Bundoora),"Semester 1: March
Semester 2: July",2 years full time,40200.0,AUD,https://www.latrobe.edu.au/courses/master-of-international-business#/career-outcomes?location=BU&studentType=int&year=2024
Australia,La Trobe University,Business,Master of Logistics and Supply Chain Management,Melbourne (Bundoora),"Semester 1: March
Semester 2: July",2 years full time,47200.0,AUD,https://www.latrobe.edu.au/courses/master-of-logistics-and-supply-chain-management#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,Business,Master of Marketing,Melbourne (Bundoora),"Semester 1: March
Semester 2: July",2 years full time,47200.0,AUD,https://www.latrobe.edu.au/courses/master-of-marketing#/overview?location=BU&studentType=int&year=2024
Australia,La Trobe University,Business,Master of Professional Accounting,"Melbourne (Bundoora)
Bendigo","Semester 1: March
Semester 2: July","1,5 years full time",47200.0,AUD,https://www.latrobe.edu.au/courses/master-of-professional-accounting#/overview?location=BU&studentType=int&year=2024
Australia,RMIT,Business,Master of Business Information Technology,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,48000.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-business-information-technology-mc200
Australia,RMIT,Business,Master of Commerce,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,48960.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-commerce-mc288
Australia,RMIT,Business,Master of Cyber Security,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,44160.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-cyber-security-mc159
Australia,RMIT,Business,Master of Data Science,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,39360.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-data-science-mc267
Australia,RMIT,Business,Master of Engineering (Management),Melbourne,"Semester 1: February
Semester 2: July",2 years full time,48000.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-engineering-management-mc226
Australia,RMIT,Business,Master of Engineering (Management),Bundoora,"Semester 1: February
Semester 2: July",2 years full time,48000.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-engineering-management-mc226
Australia,RMIT,Business,Master of Finance,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,48960.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-finance-mc201
Australia,RMIT,Business,Master of Human Resource Management,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,48960.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-human-resource-management-mc263
Australia,RMIT,Business,Master of International Business,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,48960.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-international-business-mc192
Australia,RMIT,Business,Master of Marketing,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,48960.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-marketing-mc197
Australia,RMIT,Business,Master of Professional Accounting,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,48960.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-professional-accounting-mc194
Australia,RMIT,Business,Master of Statistics and Operations Research,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,44160.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-statistics-and-operations-research-mc004
Australia,RMIT,Business,Master of Supply Chain and Logistics Management,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,48960.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-supply-chain-and-logistics-management-mc198
Australia,RMIT,Business,Master of Writing and Publishing,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,43200.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-writing-and-publishing-mc262
Australia,RMIT,Business,Master of Design (Media & Communication),Melbourne,"Semester 1: February
Semester 2: July",2 years full time,37440.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/masters-by-research/master-of-design-media--communication-mr211
Australia,RMIT,Business,Master of Media,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,43200.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-media-mc188
Australia,RMIT,Design and creative arts,"Master of Animation, Games and Interactivity",Melbourne,"Semester 1: February
Semester 2: July",2 years full time,43200.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-animation-games-and-interactivity-mc232
Australia,RMIT,Design and creative arts,Master of Communication Design,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,43200.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-communication-design-mc250
Australia,RMIT,Design and creative arts,Master of Design Innovation and Technology,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,47040.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-design-innovation-and-technology-mc231
Australia,RMIT,Design and creative arts,Master of Design,Melbourne,"Semester 1: February
Semester 2: July",2 years full time,44160.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/masters-by-research/master-of-design-mr235
Australia,RMIT,Education and Teaching,Master of Teaching Practice (Primary Education),Melbourne,"Semester 1: February
Semester 2: July",2 years full time,37440.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-teaching-practice-primary-education-mc219
Australia,RMIT,Education and Teaching,Master of Teaching Practice (Secondary Education),Melbourne,"Semester 1: February
Semester 2: July",2 years full time,37440.0,AUD,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-teaching-practice-secondary-education-mc220
Australia,Macquarie University,"Business, Finance",Master of Applied Finance,Sydney,"January, April, June, September","1 year, 1.5 years",43700.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-applied-finance
Australia,Macquarie University,"Business, Finance",Master of Banking and Finance,Sydney,"February, July","1 year, 1.5 years, 2 years",46900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-banking-and-finance
Australia,Macquarie University,Business,Master of Professional Accounting,Sydney,"Semester 1: February
Semester 2: July",2 years full time,43200.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-professional-accounting
Australia,Macquarie University,"Business, Management",Master of Business Administration,Sydney,"January, April, June, September","1.5 years, 2 years",46500.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-business-administration
Australia,Macquarie University,Business,Master of Engineering Management,Sydney,"Semester 1: February
Semester 2: July",2 years full time,43200.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-engineering-management#overview
Australia,Macquarie University,"Business, Analytics",Master of Business Analytics,Sydney,"February, July","1.5 years, 2 years",48000.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-business-analytics
Australia,Macquarie University,"Business, Commerce",Master of Commerce,Sydney,"February, July","1 year, 1.5 years, 2 years",46900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-commerce
Australia,Macquarie University,"Business, International Business",Master of International Business,Sydney,"February, July","1 year, 1.5 years, 2 years",46900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-international-business
Australia,Macquarie University,"Business, Management",Master of Management,Sydney,"February, July","1 year, 1.5 years, 2 years",46900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-management
Australia,Macquarie University,"Business, Marketing",Master of Marketing,Sydney,"February, July","1 year, 1.5 years, 2 years",46900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-marketing
Australia,Macquarie University,"Business, Accounting",Master of Professional Accounting,Sydney,"February, July","1.5 years, 2 years",46900.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-professional-accounting
Australia,Macquarie University,Business,Master of Business Administration,Sydney,"Term 1 (January)
Term 2 (April)
Term 3 (June)
Term 4 (September)",2 years full time,43200.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-business-administration
Australia,Macquarie University,Education,Master of Education,Sydney,"February, July",1 year,39300.0,AUD,https://www.mq.edu.au/study/find-a-course/courses/master-of-education
Australia,James Cook University,"Ciencias, Tecnología e Ingeniería",Master of Science,"Townsville, Cairns","January, September",16 months (1.5 years) full-time,43949.0,AUD,https://www.jcu.edu.au/courses/master-of-science?international
Australia,James Cook University,"Ciencias, Tecnología e Ingeniería",Master of Science (Professional),"Townsville, Cairns","January, September",2 years full-time,43949.0,AUD,https://www.jcu.edu.au/courses/master-of-science-professional?international
